marker,chr,pos,F001,F002,F003,F005,F006,F008,F009,F010,F012,F014,F015,F017,F018,F019,F020,F022,F025,F026,F027,F028,F029,F030,F031,F033,F034,F035,F036,F037,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F050,F051,F052,F053,F056,F058,F060,F061,F064,F065,F066,F067,F068,F070,F072,F075,F076,F077,F078,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F093,F094,F095,F097,F098,F099,F100,F101,F102,F103,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F121,F122,F123,F124,F125,F127,F128,F131,F132,F133,F134,F135,F136,F138,F140,F141,F142,F143,F144,F145,F146,F147,F149,F151,F153,F154,F157,F158,F159,F160,F162,F163,F164,F165,F166,F168,F169,F170,F171,F172,F173,F175,F177,F178,F179,F181,F182,F184,F186,F187,F188,F189,F191,F192,F193,F194,F195,F196,F197,F199,F200,F201,F202,F203,F204,F205,F207,F208,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F224,F225,F229,F230,F231,F232,F233,F234,F235,F236,F238,F239,F241,F242,F243,F245,F246,F247,F248,F251,F252,F253,F255,F256,F257,F258,F260,F262,F263,F265,F266,F267,F268,F269,F270,F271,F273,F274,F276,F279,F281,F282,F283,F285,F286,F288,F289,F290,F291,F292,F293,F295,F296,F297,F298,F300,F301,F302,F303,F304,F305,F308,F310,F311,F312,F314,F315,F316,F318,F319,F320,F321,F322,F323,F324,F325,F326,F328,F329,F330,F332,F333,F334,F335,F336,F337,F338,F341,F342,F343,F345,F346,F347,F349,F350,F351,F352,F353,F354,F355,F357,F358,F359,F360
Bin1325,10,11.646,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,H,A,H,H,B,B,A,H,A,A,H,H,H,H,A,B,B,B,B,A,H,B,B,H,A,H,H,H,B,B,H,H,A,B,B,B,H,B,B,B,A,A,B,H,H,A,A,B,H,A,B,A,B,A,A,H,B,B,B,B,H,H,H,H,B,H,H,B,A,H,H,H,A,B,H,H,B,B,B,H,H,H,B,H,B,A,A,A,B,A,H,H,B,B,H,H,A,H,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,B,A,A,H,H,B,B,H,B,H,A,H,H,H,A,H,B,A,H,H,H,A,H,H,H,H,H,B,H,H,B,H,B,B,H,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,B,H,A,B,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,A,H,H,H,A,A,H,H,H,H,H,H,B,H,B,A,B,A,H,H,H,H,B,H,H,H,B,B,B,A,B,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1326,10,11.711,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,H,A,H,H,B,B,A,H,A,A,H,H,H,H,A,B,B,B,B,A,H,B,B,H,A,H,H,H,B,B,H,H,A,B,B,B,H,B,B,B,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,B,B,B,B,H,H,H,B,H,H,B,A,H,H,H,A,B,H,H,B,B,B,H,H,H,B,H,B,A,A,A,B,A,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,B,A,A,H,H,B,B,H,B,H,A,H,H,H,A,H,H,A,H,H,H,A,H,H,H,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,B,H,A,B,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,H,H,H,H,A,A,H,H,H,H,H,H,B,H,B,H,B,A,H,H,H,H,B,H,H,H,B,B,B,A,B,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1327,10,11.822,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,H,A,H,H,B,H,A,H,A,A,H,H,H,H,A,B,B,B,B,A,H,B,B,H,A,H,H,H,B,B,H,H,A,B,B,B,H,B,B,B,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,B,B,B,B,H,H,H,B,H,H,B,A,H,H,H,A,B,H,H,B,B,B,H,H,H,B,H,B,A,A,A,B,A,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,B,A,A,H,H,B,H,H,B,H,A,H,H,H,A,H,H,A,H,H,H,A,H,H,H,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,B,H,A,B,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,H,H,H,H,A,A,H,H,H,H,H,H,B,H,H,H,B,A,H,H,H,H,B,H,H,H,B,B,B,A,B,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1328,10,11.857,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,H,B,A,H,B,B,H,A,H,H,H,H,H,H,H,A,B,B,H,H,B,B,B,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,B,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,B,H,H,H,B,H,B,A,A,A,B,A,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,H,A,A,H,A,B,H,H,B,H,A,H,H,H,A,H,B,A,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,H,H,A,H,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,H,H,H,H,A,A,H,A,H,H,H,H,H,H,H,H,B,A,H,H,H,H,B,H,H,H,B,B,B,A,H,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1329,10,11.944,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,H,B,A,H,B,B,H,A,H,H,H,H,H,H,H,A,B,B,H,H,B,H,B,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,B,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,B,H,H,H,H,H,B,A,A,A,B,A,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,H,A,A,H,A,B,H,H,B,H,A,H,H,H,A,H,B,A,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,H,H,A,H,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,H,H,H,H,A,A,H,A,H,H,H,H,H,H,H,H,H,A,H,H,H,H,B,H,H,H,B,B,B,A,H,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1330,10,12.001,H,B,H,B,B,H,A,B,H,H,B,A,B,H,H,H,H,H,A,B,A,H,H,B,B,A,H,B,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,H,B,A,H,B,B,H,A,H,H,H,H,H,H,H,H,B,B,H,H,B,H,B,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,B,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,B,H,H,H,H,H,B,A,A,A,B,A,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,B,H,H,A,A,H,A,B,H,H,B,H,A,H,H,H,A,H,B,H,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,H,H,H,H,A,H,A,H,H,H,B,B,H,H,B,H,H,H,H,A,A,H,H,B,B,H,A,H,H,A,H,H,H,H,A,H,H,A,H,H,H,H,H,H,H,H,H,A,H,H,H,H,B,H,H,H,B,B,B,A,H,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1331,10,12.903,H,B,H,B,B,H,H,B,H,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,H,B,A,H,H,B,H,A,H,H,H,H,B,H,H,H,B,B,H,H,H,H,H,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,B,B,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,H,A,H,A,A,H,A,B,H,H,H,A,A,H,H,H,A,H,B,H,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,A,H,H,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,A,H,H,B,H,H,A,H,H,A,H,H,H,A,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,B,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1332,10,12.979,H,B,H,B,B,H,H,B,H,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,B,B,A,H,H,B,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,B,H,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,H,A,H,A,A,H,H,B,H,H,H,A,A,H,H,H,A,H,B,H,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,A,H,H,B,H,H,A,H,H,A,H,H,H,A,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,H,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1333,10,13.039,H,B,H,B,B,H,H,B,H,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,B,B,A,H,H,B,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,A,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,B,A,H,H,A,B,H,B,H,H,A,B,B,H,B,H,H,B,H,B,H,A,H,A,H,A,A,H,H,B,H,H,H,A,A,H,H,H,A,H,B,H,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,A,H,H,B,H,H,A,H,H,A,H,H,H,A,A,H,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,H,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1334,10,13.085,H,B,H,B,B,H,H,B,B,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,B,B,A,H,H,B,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,B,H,H,H,A,B,H,A,B,A,B,A,A,H,B,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,B,A,H,H,A,B,H,B,H,H,A,B,B,H,B,B,H,B,H,B,H,A,H,A,H,A,A,H,H,B,H,H,H,A,A,H,H,H,A,H,B,B,H,H,H,A,H,A,A,H,H,B,H,H,B,H,B,B,B,A,A,H,B,A,H,H,B,H,A,H,H,B,A,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,H,H,H,B,H,H,A,H,H,A,H,H,H,H,A,H,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,H,H,B,H,B,H,H,H,B,H,B,H,B,B,B,H,H
Bin1335,10,13.727,B,B,H,B,B,H,H,B,B,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,A,H,A,B,B,B,B,A,B,H,B,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,B,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,H,A,H,H,A,B,H,B,H,H,A,B,B,H,B,B,H,B,H,B,H,A,H,A,H,A,A,H,H,B,H,H,H,A,A,H,H,H,A,H,B,B,H,H,H,A,H,A,A,H,H,B,H,H,H,H,B,B,B,A,H,H,B,A,B,H,B,H,A,H,H,B,H,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,H,H,H,B,H,H,A,H,B,A,H,H,H,H,A,H,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,H,H,B,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1336,10,13.757,B,B,H,B,B,H,H,B,B,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,A,H,H,B,H,A,H,A,A,H,H,H,H,A,B,B,B,B,A,B,H,B,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,B,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,H,H,H,B,A,A,A,B,H,H,H,H,A,H,H,A,B,H,B,H,H,A,B,B,H,B,B,H,B,H,B,H,A,H,A,H,A,A,H,H,B,H,H,H,A,A,H,H,H,A,H,B,B,H,H,H,A,H,A,A,H,H,B,H,H,H,H,B,B,B,A,H,H,B,A,B,H,B,H,A,H,H,B,H,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,H,H,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,A,H,H,H,H,H,H,A,H,H,H,H,H,H,H,B,H,H,H,B,B,B,A,A,A,H,H,B,A,H,H,B,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1337,10,13.905,H,B,H,H,B,H,H,B,B,H,B,A,B,H,H,B,H,H,A,B,A,H,H,B,B,A,H,H,H,A,H,H,H,B,H,A,H,A,A,H,H,H,H,A,B,B,H,B,A,B,H,H,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,B,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,H,A,H,H,B,A,A,A,B,H,H,H,H,H,H,H,A,B,H,B,H,H,A,B,B,H,B,B,B,B,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,B,B,H,H,H,A,H,A,A,H,H,B,H,H,H,H,B,B,B,A,H,H,B,A,B,H,B,H,A,H,H,B,H,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,H,B,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,H,A,H,H,H,H,B,H,H,B,H,H,B,H,B,B,B,H,H
Bin1338,10,14.129,H,B,H,H,B,H,H,B,B,H,B,A,B,H,H,B,H,B,H,B,A,H,H,B,B,A,H,H,H,A,H,H,H,B,H,A,H,A,A,H,H,H,H,A,B,B,H,B,A,B,H,H,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,B,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,B,H,H,H,B,H,A,B,A,H,H,H,A,B,H,H,B,H,H,H,B,A,H,H,B,A,A,A,B,H,H,H,H,H,B,H,A,B,H,B,H,H,A,B,B,H,B,B,B,B,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,B,B,H,H,H,A,H,A,A,H,H,B,H,H,H,H,B,B,B,A,H,H,B,A,B,H,B,H,A,H,H,B,H,B,A,H,B,H,A,H,H,H,H,H,B,B,H,H,B,H,A,H,H,A,H,B,H,B,H,H,A,B,B,A,H,H,B,H,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,H,A,H,H,H,H,B,H,H,B,H,H,B,H,B,B,B,H,H
Bin1339,10,14.393,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,B,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,H,B,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,A,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,H,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,B,H,H,B,H,B,B,B,H,H
Bin1340,10,14.473,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,H,B,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,A,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,H,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1341,10,14.52,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,H,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,H,B,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,H,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,B,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,H,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1342,10,14.556,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,H,H,A,H,H,H,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,H,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,B,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,A,H,A,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1343,10,14.57,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,B,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,B,H,A,H,H,H,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,H,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,B,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,A,H,A,H,H,H,H,H,B,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1344,10,14.578,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,A,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,A,B,A,H,H,A,H,H,H,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,B,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,B,H,A,H,H,H,H,B,H,A,H,A,A,H,A,B,H,H,H,H,B,B,B,A,H,H,B,A,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,H,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,A,H,A,H,H,H,H,H,B,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1345,10,14.648,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,H,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,H,B,A,H,H,A,H,H,H,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,B,H,A,B,H,A,B,A,B,A,A,A,H,H,H,B,H,H,H,H,B,B,A,B,A,H,H,A,A,B,H,H,H,H,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,B,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,B,H,A,H,H,H,H,B,H,A,H,A,H,H,A,B,H,H,H,H,B,B,B,A,H,H,B,A,B,A,B,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,H,H,B,H,H,H,B,H,A,A,H,A,B,B,H,B,H,H,A,B,H,A,H,A,B,H,A,H,H,A,H,H,H,H,H,B,H,H,H,B,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,H,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1346,10,14.765,H,B,H,H,B,H,A,B,B,H,B,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,H,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,H,B,A,H,B,A,H,H,B,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,H,A,B,A,A,A,A,H,H,B,H,H,H,H,H,B,A,B,A,H,H,A,H,B,A,H,H,B,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,H,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,B,H,A,H,H,H,H,B,H,A,H,A,H,H,A,B,H,H,H,H,B,B,B,H,H,H,B,A,B,A,H,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,A,H,B,H,H,B,B,H,A,A,H,A,B,B,H,B,H,A,A,B,H,A,H,A,B,H,A,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,H,H,B,H,H,H,B,H,H,A,A,A,H,A,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
Bin1347,10,14.81,H,B,H,H,B,H,A,B,B,H,H,A,H,H,B,B,H,B,H,B,A,A,H,B,H,A,H,H,H,H,H,H,H,B,H,H,H,A,A,H,H,H,A,A,B,H,H,B,H,B,A,H,B,A,H,H,B,H,B,H,H,A,B,B,A,H,H,H,H,A,H,H,H,H,H,A,B,H,A,H,A,B,A,A,A,A,H,H,B,H,H,H,H,H,B,A,B,A,H,H,A,H,B,A,H,H,B,H,H,B,A,H,A,B,A,A,A,B,A,H,H,H,H,B,A,A,B,H,H,A,H,H,H,B,A,B,B,H,H,H,B,H,A,A,A,H,H,A,H,H,B,H,H,H,A,A,A,B,H,A,H,H,H,H,B,H,A,H,A,H,H,A,B,H,H,H,H,B,B,B,H,H,H,B,A,B,A,H,H,A,H,H,B,H,B,A,H,B,A,A,H,A,A,A,H,B,H,H,B,B,H,A,A,H,A,B,B,H,B,H,A,A,B,H,A,H,A,B,H,A,H,H,H,H,H,H,H,H,B,H,H,H,B,H,H,A,H,B,H,H,H,B,H,H,A,A,A,H,A,A,A,H,H,H,H,B,H,H,H,H,H,B,H,B,B,B,H,H
